区分,品名,メーカー名
内用薬,ポリカルボフィルＣａ細粒８３．３％「日医工」,日医工
内用薬,コロネル錠５００ｍｇ,アステラス製薬
内用薬,ポリフル錠５００ｍｇ,マイランＥＰＤ
内用薬,エボザックカプセル３０ｍｇ,アルフレッサファーマ
内用薬,サリグレンカプセル３０ｍｇ,日本化薬
内用薬,サラジェン顆粒０．５％,キッセイ薬品工業
内用薬,サラジェン錠５ｍｇ,キッセイ薬品工業
内用薬,イリボー錠２．５μｇ,アステラス製薬
内用薬,イリボー錠５μｇ,アステラス製薬
内用薬,イリボーＯＤ錠２．５μｇ,アステラス製薬
内用薬,イリボーＯＤ錠５μｇ,アステラス製薬
内用薬,アコファイド錠１００ｍｇ,ゼリア新薬工業
内用薬,ゼンタコートカプセル３ｍｇ,ゼリア新薬工業
内用薬,リンゼス錠０．２５ｍｇ,アステラス製薬
内用薬,ミニリンメルトＯＤ錠１２０μｇ,フェリング・ファーマ
内用薬,ミニリンメルトＯＤ錠２４０μｇ,フェリング・ファーマ
内用薬,ミニリンメルトＯＤ錠６０μｇ,フェリング・ファーマ
内用薬,ミニリンメルトＯＤ錠２５μｇ,フェリング・ファーマ
内用薬,ミニリンメルトＯＤ錠５０μｇ,フェリング・ファーマ
内用薬,乾燥甲状腺,
内用薬,リオチロニンナトリウム錠,
内用薬,リオチロニンナトリウム錠,
内用薬,チラーヂンＳ散０．０１％,あすか製薬
内用薬,レボチロキシンナトリウム５０μｇ錠,
内用薬,チラーヂンＳ錠５０μｇ,あすか製薬
内用薬,レボチロキシンナトリウム２５μｇ錠,
内用薬,チラーヂンＳ錠２５μｇ,あすか製薬
内用薬,レボチロキシンナトリウム錠,
内用薬,レボチロキシンナトリウム錠,
内用薬,レボチロキシンナトリウム錠,
内用薬,チアマゾール錠,
内用薬,メルカゾール錠２．５ｍｇ,あすか製薬
内用薬,プロピルチオウラシル錠,
内用薬,プリモボラン錠５ｍｇ,バイエル薬品
内用薬,コートン錠２５ｍｇ,日医工
内用薬,コートリル錠１０ｍｇ,ファイザー
内用薬,フロリネフ錠０．１ｍｇ,サンドファーマ
内用薬,デカドロン錠０．５ｍｇ,日医工
内用薬,レナデックス錠４ｍｇ,ブリストル・マイヤーズ　スクイブ
内用薬,デカドロン錠４ｍｇ,日医工
内用薬,デカドロンエリキシル０．０１％,日医工
内用薬,デキサメタゾンエリキシル０．０１％「日新」,日新製薬（山形）
内用薬,レダコート錠４ｍｇ,アルフレッサファーマ
内用薬,リンデロン散０．１％,シオノギファーマ
内用薬,ベタメタゾン散０．１％「フソー」,扶桑薬品工業
内用薬,ベタメタゾン錠０．５ｍｇ「サワイ」,沢井製薬
内用薬,リンデロン錠０．５ｍｇ,シオノギファーマ
内用薬,リンデロンシロップ０．０１％,シオノギファーマ
内用薬,プレドニゾロン錠,
内用薬,プレドニゾロン錠,
内用薬,プレドニゾロン錠,
内用薬,プレドニゾロン,
内用薬,プレドニゾロン散「タケダ」１％,武田テバ薬品
内用薬,メドロール錠２ｍｇ,ファイザー
内用薬,メドロール錠４ｍｇ,ファイザー
内用薬,エンペラシン配合錠,沢井製薬
内用薬,サクコルチン配合錠,日医工
内用薬,セレスターナ配合錠,小林化工
内用薬,セレスタミン配合錠,高田製薬
内用薬,ヒスタブロック配合錠,共和薬品工業
内用薬,プラデスミン配合錠,武田テバファーマ
内用薬,ベタセレミン配合錠,東和薬品
内用薬,セレスタミン配合シロップ,高田製薬
内用薬,メチルテストステロン錠,
内用薬,メチルテストステロン錠,
内用薬,ジュリナ錠０．５ｍｇ,バイエル薬品
内用薬,エチニルエストラジオール錠,
内用薬,エストリオール錠,
内用薬,エストリオール錠,
内用薬,エストリオール錠,
内用薬,エストリール錠１ｍｇ（持田）,持田製薬
内用薬,ホーリン錠１ｍｇ,あすか製薬
内用薬,エフメノカプセル１００ｍｇ,富士製薬工業
内用薬,ルトラール錠２ｍｇ,富士製薬工業
内用薬,クロルマジノン酢酸エステル２５ｍｇ錠,
内用薬,プロスタール錠２５,あすか製薬
内用薬,ロンステロン錠２５ｍｇ,日新製薬（山形）
内用薬,クロルマジノン酢酸エステル錠２５ｍｇ「ＮＳＫＫ」,日本新薬
内用薬,クロルマジノン酢酸エステル錠２５ｍｇ「日新」,日新製薬（山形）
内用薬,プロスタールＬ錠５０ｍｇ,あすか製薬
内用薬,プロベラ錠２．５ｍｇ,ファイザー
内用薬,メドロキシプロゲステロン酢酸エステル錠２．５ｍｇ「トーワ」,東和薬品
内用薬,メドロキシプロゲステロン酢酸エステル錠２．５ｍｇ「Ｆ」,富士製薬工業
内用薬,ヒスロン錠５,協和キリン
内用薬,メドロキシプロゲステロン酢酸エステル錠５ｍｇ「Ｆ」,富士製薬工業
内用薬,メドロキシプロゲステロン酢酸エステル２００ｍｇ錠,
内用薬,ヒスロンＨ錠２００ｍｇ,協和キリン
内用薬,デュファストン錠５ｍｇ,マイランＥＰＤ
内用薬,ノアルテン錠（５ｍｇ）,富士製薬工業
内用薬,アリルエストレノール錠２５ｍｇ「サワイ」,沢井製薬
内用薬,プレマリン錠０．６２５ｍｇ,ファイザー
内用薬,プラノバール配合錠,あすか製薬
内用薬,ルナベル配合錠ＬＤ,ノーベルファーマ
内用薬,フリウェル配合錠ＬＤ「モチダ」,持田製薬販売
内用薬,フリウェル配合錠ＬＤ「あすか」,あすか製薬
内用薬,フリウェル配合錠ＬＤ「サワイ」,沢井製薬
内用薬,フリウェル配合錠ＬＤ「トーワ」,東和薬品
内用薬,ルナベル配合錠ＵＬＤ,ノーベルファーマ
内用薬,フリウェル配合錠ＵＬＤ「あすか」,あすか製薬
内用薬,フリウェル配合錠ＵＬＤ「サワイ」,沢井製薬
内用薬,フリウェル配合錠ＵＬＤ「トーワ」,東和薬品
内用薬,フリウェル配合錠ＵＬＤ「モチダ」,持田製薬販売
内用薬,ウェールナラ配合錠,バイエル薬品
内用薬,ヤーズ配合錠,バイエル薬品
内用薬,ヤーズフレックス配合錠,バイエル薬品
内用薬,ジェミーナ配合錠,ノーベルファーマ
内用薬,カルナクリン錠２５,三和化学研究所
内用薬,ローザグッド錠２５,藤本製薬
内用薬,カリジノゲナーゼ錠２５単位「アメル」,共和薬品工業
内用薬,カリジノゲナーゼ錠２５単位「日医工」,日医工
内用薬,カリジノゲナーゼ錠２５単位「トーワ」,東和薬品
内用薬,カリジノゲナーゼ錠２５単位「サワイ」,東菱薬品工業
内用薬,カリジノゲナーゼ錠２５単位「日新」,日新製薬（山形）
内用薬,カリジノゲナーゼ錠２５単位「フジモト」,藤本製薬
内用薬,カリジノゲナーゼ５０単位錠,
内用薬,カルナクリン錠５０,三和化学研究所
内用薬,ローザグッド錠５０,藤本製薬
内用薬,カリジノゲナーゼ錠５０単位「日医工」,日医工
内用薬,カリジノゲナーゼ錠５０単位「テバ」,武田テバファーマ
内用薬,カリジノゲナーゼ錠５０単位「サワイ」,東菱薬品工業
内用薬,カリジノゲナーゼ錠５０単位「日新」,日新製薬（山形）
内用薬,カリジノゲナーゼ錠５０単位「三笠」,三笠製薬
内用薬,カリジノゲナーゼ錠５０単位「フジモト」,藤本製薬
内用薬,カルナクリンカプセル２５,三和化学研究所
内用薬,カリジノゲナーゼカプセル２５単位「日医工」,日医工
内用薬,セキソビット錠１００ｍｇ,あすか製薬
内用薬,チオデロンカプセル５ｍｇ,日医工
内用薬,プロスタグランジンＥ２錠０．５ｍｇ「科研」,科研製薬
内用薬,オペプリム,ヤクルト本社
内用薬,ボンゾール錠１００ｍｇ,田辺三菱製薬
内用薬,ボンゾール錠２００ｍｇ,田辺三菱製薬
内用薬,デソパン錠６０ｍｇ,持田製薬
内用薬,クロミフェンクエン酸塩錠,
内用薬,ジエノゲスト１ｍｇ錠,
内用薬,ディナゲスト錠１ｍｇ,持田製薬
内用薬,ジエノゲスト錠１ｍｇ「Ｆ」,富士製薬工業
内用薬,ジエノゲスト錠１ｍｇ「ＪＧ」,日本ジェネリック
内用薬,ジエノゲスト錠１ｍｇ「ＫＮ」,小林化工
内用薬,ジエノゲスト錠１ｍｇ「ＭＹＬ」,マイランＥＰＤ
内用薬,ジエノゲスト錠１ｍｇ「キッセイ」,ジェイドルフ製薬
内用薬,ジエノゲスト錠１ｍｇ「サワイ」,沢井製薬
内用薬,ジエノゲスト錠１ｍｇ「トーワ」,東和薬品
内用薬,ジエノゲスト錠１ｍｇ「ニプロ」,ニプロ
内用薬,ジエノゲスト錠１ｍｇ「モチダ」,持田製薬販売
内用薬,ディナゲストＯＤ錠１ｍｇ,持田製薬
内用薬,ジエノゲストＯＤ錠１ｍｇ「ＫＮ」,小林化工
内用薬,ジエノゲストＯＤ錠１ｍｇ「モチダ」,持田製薬販売
内用薬,ジエノゲストＯＤ錠１ｍｇ「キッセイ」,ジェイドルフ製薬
内用薬,ジエノゲストＯＤ錠１ｍｇ「トーワ」,東和薬品
内用薬,ジエノゲストＯＤ錠１ｍｇ「Ｆ」,富士製薬工業
内用薬,ディナゲスト錠０．５ｍｇ,持田製薬
内用薬,デュタステリド錠０．５ｍｇＡＶ「ＤＳＥＰ」,第一三共エスファ
内用薬,デュタステリド錠０．５ｍｇＡＶ「ＮＳ」,日新製薬（山形）
内用薬,デュタステリド錠０．５ｍｇＡＶ「ＹＤ」,陽進堂
内用薬,デュタステリド錠０．５ｍｇＡＶ「明治」,シー・エイチ・オー新薬
内用薬,デュタステリド０．５ｍｇカプセル,
内用薬,アボルブカプセル０．５ｍｇ,グラクソ・スミスクライン
内用薬,デュタステリドカプセル０．５ｍｇＡＶ「ＡＦＰ」,東亜薬品
内用薬,デュタステリドカプセル０．５ｍｇＡＶ「ＢＭＤ」,ビオメディクス
内用薬,デュタステリドカプセル０．５ｍｇＡＶ「ＤＳＥＰ」,第一三共エスファ
内用薬,デュタステリドカプセル０．５ｍｇＡＶ「ＪＧ」,日本ジェネリック
内用薬,デュタステリドカプセル０．５ｍｇＡＶ「ＴＣ」,東洋カプセル
内用薬,デュタステリドカプセル０．５ｍｇＡＶ「サワイ」,沢井製薬
内用薬,デュタステリドカプセル０．５ｍｇＡＶ「武田テバ」,武田テバファーマ
内用薬,デュタステリドカプセル０．５ｍｇＡＶ「トーワ」,東和薬品
内用薬,デュタステリドカプセル０．５ｍｇＡＶ「日医工」,日医工
内用薬,デュタステリドカプセル０．５ｍｇＡＶ「ニプロ」,ニプロ
内用薬,サムスカＯＤ錠３０ｍｇ,大塚製薬
内用薬,レルミナ錠４０ｍｇ,あすか製薬
内用薬,リベルサス錠３ｍｇ,ノボ　ノルディスク　ファーマ
内用薬,リベルサス錠７ｍｇ,ノボ　ノルディスク　ファーマ
内用薬,リベルサス錠１４ｍｇ,ノボ　ノルディスク　ファーマ
内用薬,イスツリサ錠１ｍｇ,レコルダティ・レア・ディジーズ・ジャパン
内用薬,イスツリサ錠５ｍｇ,レコルダティ・レア・ディジーズ・ジャパン
内用薬,パラプロスト配合カプセル,陽進堂
内用薬,エルゴメトリンマレイン酸塩錠,
内用薬,メチルエルゴメトリンマレイン酸塩錠,
内用薬,パルタンＭ錠０．１２５ｍｇ,持田製薬
内用薬,メチルエルゴメトリン錠０．１２５ｍｇ「あすか」,あすか製薬
内用薬,ヘモクロンカプセル２００ｍｇ,天藤製薬
内用薬,ヘモリンガル舌下錠０．１８ｍｇ,東菱薬品工業
内用薬,タカベンス錠２５ｍｇ,高田製薬
内用薬,ヘモナーゼ配合錠,ジェイドルフ製薬
内用薬,ウロカルン錠２２５ｍｇ,日本新薬
内用薬,フラボキサート塩酸塩２００ｍｇ錠,
内用薬,ブラダロン錠２００ｍｇ,日本新薬
内用薬,セルニルトン錠,東菱薬品工業
内用薬,リトドリン塩酸塩５ｍｇ錠,
内用薬,ウテメリン錠５ｍｇ,キッセイ薬品工業
内用薬,リトドリン塩酸塩錠５ｍｇ「あすか」,あすか製薬
内用薬,オキシブチニン塩酸塩２ｍｇ錠,
内用薬,ポラキス錠２,クリニジェン
内用薬,オキシブチニン塩酸塩３ｍｇ錠,
内用薬,ポラキス錠３,クリニジェン
内用薬,オキシブチニン塩酸塩１ｍｇ錠,
内用薬,ポラキス錠１,クリニジェン
内用薬,バップフォー細粒２％,大鵬薬品工業
内用薬,プロピベリン塩酸塩１０ｍｇ錠,
内用薬,バップフォー錠１０,大鵬薬品工業
内用薬,塩酸プロピベリン錠１０ｍｇ「ＳＫＫ」,三和化学研究所
内用薬,プロピベリン塩酸塩錠１０ｍｇ「日医工」,日医工
内用薬,プロピベリン塩酸塩錠１０ｍｇ「ＭＥＤ」,メディサ新薬
内用薬,プロピベリン塩酸塩錠１０ｍｇ「トーワ」,東和薬品
内用薬,プロピベリン塩酸塩錠１０ｍｇ「あすか」,あすか製薬
内用薬,プロピベリン塩酸塩２０ｍｇ錠,
内用薬,バップフォー錠２０,大鵬薬品工業
内用薬,塩酸プロピベリン錠２０ｍｇ「アメル」,共和薬品工業
内用薬,塩酸プロピベリン錠２０ｍｇ「ＳＷ」,沢井製薬
内用薬,塩酸プロピベリン錠２０ｍｇ「ＳＫＫ」,三和化学研究所
内用薬,プロピベリン塩酸塩錠２０ｍｇ「タナベ」,ニプロＥＳファーマ
内用薬,プロピベリン塩酸塩錠２０ｍｇ「Ｆ」,富士製薬工業
内用薬,プロピベリン塩酸塩錠２０ｍｇ「タカタ」,高田製薬
内用薬,プロピベリン塩酸塩錠２０ｍｇ「日医工」,日医工
内用薬,プロピベリン塩酸塩錠２０ｍｇ「ＹＤ」,陽進堂
内用薬,プロピベリン塩酸塩錠２０ｍｇ「ＮＳ」,日新製薬（山形）
内用薬,プロピベリン塩酸塩錠２０ｍｇ「ＭＥＤ」,メディサ新薬
内用薬,プロピベリン塩酸塩錠２０ｍｇ「トーワ」,東和薬品
内用薬,プロピベリン塩酸塩錠２０ｍｇ「あすか」,あすか製薬
内用薬,プロピベリン塩酸塩錠２０ｍｇ「武田テバ」,日医工岐阜工場
内用薬,プロピベリン塩酸塩錠２０ｍｇ「ＮＩＧ」,日医工岐阜工場
内用薬,タムスロシン塩酸塩０．１ｍｇ口腔内崩壊錠,
内用薬,ハルナールＤ錠０．１ｍｇ,アステラス製薬
内用薬,タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「ケミファ」,日本薬品工業
内用薬,タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「日医工」,日医工
内用薬,タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「日新」,日新製薬（山形）
内用薬,タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ
内用薬,タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「サワイ」,沢井製薬
内用薬,タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「ＣＨ」,長生堂製薬
内用薬,タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「ＴＹＫ」,武田テバ薬品
内用薬,タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「トーワ」,東和薬品
内用薬,タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「ＫＮ」,小林化工
内用薬,タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「あすか」,あすか製薬
内用薬,タムスロシン塩酸塩０．２ｍｇ口腔内崩壊錠,
内用薬,ハルナールＤ錠０．２ｍｇ,アステラス製薬
内用薬,タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「ケミファ」,日本薬品工業
内用薬,タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「日医工」,日医工
内用薬,タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「日新」,日新製薬（山形）
内用薬,タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「サワイ」,沢井製薬
内用薬,タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「ＣＨ」,長生堂製薬
内用薬,タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「ＴＹＫ」,武田テバ薬品
内用薬,タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「トーワ」,東和薬品
内用薬,タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「ＫＮ」,小林化工
内用薬,タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「あすか」,あすか製薬
内用薬,パルナックカプセル０．１ｍｇ,武田テバファーマ
内用薬,タムスロシン塩酸塩カプセル０．１ｍｇ「ＭＥＤ」,メディサ新薬
内用薬,タムスロシン塩酸塩カプセル０．１ｍｇ「ＴＣＫ」,辰巳化学
内用薬,タムスロシン塩酸塩カプセル０．１ｍｇ「サワイ」,沢井製薬
内用薬,タムスロシン塩酸塩カプセル０．１ｍｇ「日医工」,日医工
内用薬,タムスロシン塩酸塩カプセル０．１ｍｇ「ケミファ」,日本薬品工業
内用薬,タムスロシン塩酸塩カプセル０．１ｍｇ「オーハラ」,大原薬品工業
内用薬,タムスロシン塩酸塩カプセル０．１ｍｇ「武田テバ」,武田テバファーマ
内用薬,パルナックカプセル０．２ｍｇ,武田テバファーマ
内用薬,タムスロシン塩酸塩カプセル０．２ｍｇ「ＭＥＤ」,メディサ新薬
内用薬,タムスロシン塩酸塩カプセル０．２ｍｇ「ＴＣＫ」,辰巳化学
内用薬,タムスロシン塩酸塩カプセル０．２ｍｇ「サワイ」,沢井製薬
内用薬,タムスロシン塩酸塩カプセル０．２ｍｇ「日医工」,日医工
内用薬,タムスロシン塩酸塩カプセル０．２ｍｇ「ケミファ」,日本薬品工業
内用薬,タムスロシン塩酸塩カプセル０．２ｍｇ「オーハラ」,大原薬品工業
内用薬,タムスロシン塩酸塩カプセル０．２ｍｇ「武田テバ」,武田テバファーマ
内用薬,ナフトピジル２５ｍｇ錠,
内用薬,フリバス錠２５ｍｇ,旭化成ファーマ
内用薬,ナフトピジル錠２５ｍｇ「ＪＧ」,長生堂製薬
内用薬,ナフトピジル錠２５ｍｇ「ＴＣＫ」,辰巳化学
内用薬,ナフトピジル錠２５ｍｇ「トーワ」,東和薬品
内用薬,ナフトピジル５０ｍｇ錠,
内用薬,フリバス錠５０ｍｇ,旭化成ファーマ
内用薬,ナフトピジル錠５０ｍｇ「ＪＧ」,長生堂製薬
内用薬,ナフトピジル錠５０ｍｇ「タカタ」,高田製薬
内用薬,ナフトピジル錠５０ｍｇ「トーワ」,東和薬品
内用薬,ナフトピジル７５ｍｇ錠,
内用薬,フリバス錠７５ｍｇ,旭化成ファーマ
内用薬,ナフトピジル錠７５ｍｇ「ＪＧ」,長生堂製薬
内用薬,ナフトピジル錠７５ｍｇ「あすか」,あすか製薬
内用薬,ナフトピジル錠７５ｍｇ「トーワ」,東和薬品
内用薬,ナフトピジル錠７５ｍｇ「ファイザー」,マイラン製薬
内用薬,ナフトピジル５０ｍｇ口腔内崩壊錠,
内用薬,フリバスＯＤ錠５０ｍｇ,旭化成ファーマ
内用薬,ナフトピジルＯＤ錠５０ｍｇ「ＤＳＥＰ」,第一三共エスファ
内用薬,ナフトピジルＯＤ錠５０ｍｇ「ＪＧ」,日本ジェネリック
内用薬,ナフトピジルＯＤ錠５０ｍｇ「ケミファ」,日本薬品工業
内用薬,ナフトピジルＯＤ錠５０ｍｇ「テバ」,武田テバファーマ
内用薬,ナフトピジルＯＤ錠５０ｍｇ「トーワ」,東和薬品
内用薬,ナフトピジル７５ｍｇ口腔内崩壊錠,
内用薬,フリバスＯＤ錠７５ｍｇ,旭化成ファーマ
内用薬,ナフトピジルＯＤ錠７５ｍｇ「ＤＳＥＰ」,第一三共エスファ
内用薬,ナフトピジルＯＤ錠７５ｍｇ「ＪＧ」,日本ジェネリック
内用薬,ナフトピジルＯＤ錠７５ｍｇ「ケミファ」,日本薬品工業
内用薬,ナフトピジルＯＤ錠７５ｍｇ「テバ」,武田テバファーマ
内用薬,ナフトピジルＯＤ錠７５ｍｇ「フソー」,シオノケミカル
内用薬,ナフトピジルＯＤ錠７５ｍｇ「トーワ」,東和薬品
内用薬,ナフトピジル２５ｍｇ口腔内崩壊錠,
内用薬,フリバスＯＤ錠２５ｍｇ,旭化成ファーマ
内用薬,ナフトピジルＯＤ錠２５ｍｇ「ＤＳＥＰ」,第一三共エスファ
内用薬,ナフトピジルＯＤ錠２５ｍｇ「ＦＦＰ」,共創未来ファーマ
内用薬,ナフトピジルＯＤ錠２５ｍｇ「ケミファ」,日本薬品工業
内用薬,ナフトピジルＯＤ錠２５ｍｇ「テバ」,武田テバファーマ
内用薬,ナフトピジルＯＤ錠２５ｍｇ「フソー」,シオノケミカル
内用薬,ナフトピジルＯＤ錠２５ｍｇ「トーワ」,東和薬品
内用薬,シロドシン２ｍｇ錠,
内用薬,ユリーフ錠２ｍｇ,キッセイ薬品工業
内用薬,シロドシン錠２ｍｇ「ＤＳＥＰ」,第一三共エスファ
内用薬,シロドシン錠２ｍｇ「ＪＧ」,日本ジェネリック
内用薬,シロドシン錠２ｍｇ「ＫＭＰ」,共創未来ファーマ
内用薬,シロドシン錠２ｍｇ「ＴＣＫ」,辰巳化学
内用薬,シロドシン錠２ｍｇ「オーハラ」,大原薬品工業
内用薬,シロドシン錠２ｍｇ「杏林」,キョーリンリメディオ
内用薬,シロドシン４ｍｇ錠,
内用薬,ユリーフ錠４ｍｇ,キッセイ薬品工業
内用薬,シロドシン錠４ｍｇ「ＤＳＥＰ」,第一三共エスファ
内用薬,シロドシン錠４ｍｇ「ＪＧ」,日本ジェネリック
内用薬,シロドシン錠４ｍｇ「ＫＭＰ」,共創未来ファーマ
内用薬,シロドシン錠４ｍｇ「ＴＣＫ」,辰巳化学
内用薬,シロドシン錠４ｍｇ「オーハラ」,大原薬品工業
内用薬,シロドシン錠４ｍｇ「杏林」,キョーリンリメディオ
内用薬,シロドシン２ｍｇ口腔内崩壊錠,
内用薬,ユリーフＯＤ錠２ｍｇ,キッセイ薬品工業
内用薬,シロドシンＯＤ錠２ｍｇ「ＤＳＥＰ」,第一三共エスファ
内用薬,シロドシンＯＤ錠２ｍｇ「ＫＭＰ」,共創未来ファーマ
内用薬,シロドシンＯＤ錠２ｍｇ「杏林」,キョーリンリメディオ
内用薬,シロドシンＯＤ錠２ｍｇ「ケミファ」,日本ケミファ
内用薬,シロドシンＯＤ錠２ｍｇ「ツルハラ」,鶴原製薬
内用薬,シロドシンＯＤ錠２ｍｇ「日新」,日新製薬（山形）
内用薬,シロドシンＯＤ錠２ｍｇ「ニプロ」,ニプロ
内用薬,シロドシンＯＤ錠２ｍｇ「ＪＧ」,日本ジェネリック
内用薬,シロドシン４ｍｇ口腔内崩壊錠,
内用薬,ユリーフＯＤ錠４ｍｇ,キッセイ薬品工業
内用薬,シロドシンＯＤ錠４ｍｇ「ＤＳＥＰ」,第一三共エスファ
内用薬,シロドシンＯＤ錠４ｍｇ「ＫＭＰ」,共創未来ファーマ
内用薬,シロドシンＯＤ錠４ｍｇ「ＹＤ」,陽進堂
内用薬,シロドシンＯＤ錠４ｍｇ「オーハラ」,大原薬品工業
内用薬,シロドシンＯＤ錠４ｍｇ「杏林」,キョーリンリメディオ
内用薬,シロドシンＯＤ錠４ｍｇ「ツルハラ」,鶴原製薬
内用薬,シロドシンＯＤ錠４ｍｇ「日新」,日新製薬（山形）
内用薬,シロドシンＯＤ錠４ｍｇ「ニプロ」,ニプロ
内用薬,シロドシンＯＤ錠４ｍｇ「ＪＧ」,日本ジェネリック
内用薬,ベシケア錠２．５ｍｇ,アステラス製薬
内用薬,ソリフェナシンコハク酸塩錠２．５ｍｇ「ＴＣＫ」,辰巳化学
内用薬,ソリフェナシンコハク酸塩錠２．５ｍｇ「ＹＤ」,陽進堂
内用薬,ソリフェナシンコハク酸塩錠２．５ｍｇ「サワイ」,沢井製薬
内用薬,ソリフェナシンコハク酸塩錠２．５ｍｇ「ツルハラ」,鶴原製薬
内用薬,ソリフェナシンコハク酸塩錠２．５ｍｇ「トーワ」,東和薬品
内用薬,ソリフェナシンコハク酸塩錠２．５ｍｇ「日医工」,日医工
内用薬,ベシケア錠５ｍｇ,アステラス製薬
内用薬,ソリフェナシンコハク酸塩錠５ｍｇ「ＴＣＫ」,辰巳化学
内用薬,ソリフェナシンコハク酸塩錠５ｍｇ「ＹＤ」,陽進堂
内用薬,ソリフェナシンコハク酸塩錠５ｍｇ「サワイ」,沢井製薬
内用薬,ソリフェナシンコハク酸塩錠５ｍｇ「ツルハラ」,鶴原製薬
内用薬,ソリフェナシンコハク酸塩錠５ｍｇ「トーワ」,東和薬品
内用薬,ソリフェナシンコハク酸塩錠５ｍｇ「日医工」,日医工
内用薬,ベシケアＯＤ錠２．５ｍｇ,アステラス製薬
内用薬,ソリフェナシンコハク酸塩ＯＤ錠２．５ｍｇ「ＪＧ」,日本ジェネリック
内用薬,ソリフェナシンコハク酸塩ＯＤ錠２．５ｍｇ「サワイ」,沢井製薬
内用薬,ソリフェナシンコハク酸塩ＯＤ錠２．５ｍｇ「トーワ」,東和薬品
内用薬,ソリフェナシンコハク酸塩ＯＤ錠２．５ｍｇ「ニプロ」,ニプロ
内用薬,ソリフェナシンコハク酸塩ＯＤ錠２．５ｍｇ「日医工」,日医工
内用薬,ベシケアＯＤ錠５ｍｇ,アステラス製薬
内用薬,ソリフェナシンコハク酸塩ＯＤ錠５ｍｇ「ＪＧ」,日本ジェネリック
内用薬,ソリフェナシンコハク酸塩ＯＤ錠５ｍｇ「サワイ」,沢井製薬
内用薬,ソリフェナシンコハク酸塩ＯＤ錠５ｍｇ「トーワ」,東和薬品
内用薬,ソリフェナシンコハク酸塩ＯＤ錠５ｍｇ「ニプロ」,ニプロ
内用薬,ソリフェナシンコハク酸塩ＯＤ錠５ｍｇ「日医工」,日医工
内用薬,デトルシトールカプセル２ｍｇ,ヴィアトリス製薬
内用薬,デトルシトールカプセル４ｍｇ,ヴィアトリス製薬
内用薬,ウリトス錠０．１ｍｇ,杏林製薬
内用薬,ステーブラ錠０．１ｍｇ,小野薬品工業
内用薬,イミダフェナシン錠０．１ｍｇ「ＪＧ」,長生堂製薬
内用薬,イミダフェナシン錠０．１ｍｇ「ＹＤ」,陽進堂
内用薬,イミダフェナシン錠０．１ｍｇ「杏林」,キョーリンリメディオ
内用薬,イミダフェナシン錠０．１ｍｇ「サワイ」,沢井製薬
内用薬,ウリトスＯＤ錠０．１ｍｇ,杏林製薬
内用薬,ステーブラＯＤ錠０．１ｍｇ,小野薬品工業
内用薬,イミダフェナシンＯＤ錠０．１ｍｇ「ＪＧ」,長生堂製薬
内用薬,イミダフェナシンＯＤ錠０．１ｍｇ「ＴＣＫ」,辰巳化学
内用薬,イミダフェナシンＯＤ錠０．１ｍｇ「ＹＤ」,陽進堂
内用薬,イミダフェナシンＯＤ錠０．１ｍｇ「杏林」,キョーリンリメディオ
内用薬,イミダフェナシンＯＤ錠０．１ｍｇ「サワイ」,沢井製薬
内用薬,イミダフェナシンＯＤ錠０．１ｍｇ「ツルハラ」,鶴原製薬
内用薬,イミダフェナシンＯＤ錠０．１ｍｇ「トーワ」,東和薬品
内用薬,ベタニス錠２５ｍｇ,アステラス製薬
内用薬,ベタニス錠５０ｍｇ,アステラス製薬
内用薬,トビエース錠４ｍｇ,ファイザー
内用薬,トビエース錠８ｍｇ,ファイザー
内用薬,ザルティア錠２．５ｍｇ,日本新薬
内用薬,タダラフィル錠２．５ｍｇＺＡ「ＪＧ」,日本ジェネリック
内用薬,タダラフィル錠２．５ｍｇＺＡ「あすか」,あすか製薬
内用薬,タダラフィル錠２．５ｍｇＺＡ「杏林」,キョーリンリメディオ
内用薬,タダラフィル錠２．５ｍｇＺＡ「サワイ」,沢井製薬
内用薬,タダラフィル錠２．５ｍｇＺＡ「サンド」,サンド
内用薬,タダラフィル錠２．５ｍｇＺＡ「日医工」,日医工
内用薬,タダラフィル錠２．５ｍｇＺＡ「ニプロ」,ニプロ
